time,sm_c4grass,rfe,rfe_filled,temperature_2m_mean (°C),relative_humidity_2m_mean (%)
04/03/2016,17.83,0,0,23,74
05/03/2016,17.27,0,0,23.6,65
06/03/2016,16.97,0,0,24.4,66
07/03/2016,21.5,12.5,12.5,24.2,74
08/03/2016,24.86,34.7,34.7,23.3,81
09/03/2016,58.37,68,68,22.7,80
10/03/2016,70.4,33.3,33.3,23.2,78
11/03/2016,73.75,0,0,23.6,76
12/03/2016,68.96,0,0,22.8,78
13/03/2016,63,0,0,23.1,67
14/03/2016,57.84,0,0,23.5,71
15/03/2016,53.28,0,0,23.7,68
16/03/2016,49.22,0,0,24.1,67
17/03/2016,45.85,0,0,24.6,66
18/03/2016,43.3,0,0,25,68
19/03/2016,41.8,0,0,25.2,69
20/03/2016,40.77,0,0,25.5,67
21/03/2016,39.81,0,0,25,67
22/03/2016,38.92,0,0,24.8,67
23/03/2016,38.09,0,0,25.1,64
24/03/2016,37.25,0,0,24.8,65
25/03/2016,36.43,0,0,24.4,65
26/03/2016,35.65,0,0,23.8,67
27/03/2016,34.94,0,0,24.4,66
28/03/2016,34.26,0,0,25.5,61
29/03/2016,33.58,0,0,25.3,65
30/03/2016,32.89,0,0,25,66
31/03/2016,32.24,0,0,24.8,67
01/04/2016,31.6,4.8,4.8,23.2,77
02/04/2016,37.82,20.1,20.1,23.4,74
03/04/2016,53.35,15.3,15.3,22.8,79
04/04/2016,57.61,22.5,22.5,22.3,83
05/04/2016,67.73,1.6,1.6,22.6,82
06/04/2016,62.71,0,0,22.6,80
07/04/2016,57.54,0,0,23.2,70
08/04/2016,53.71,9.9,9.9,23.5,73
09/04/2016,57.19,4.1,4.1,23.2,78
10/04/2016,60.47,0,0,22.1,84
11/04/2016,56.03,0,0,22.1,81
12/04/2016,51.92,0,0,21.9,82
13/04/2016,48.25,0,0,22.3,78
14/04/2016,44.97,0,0,22.4,81
15/04/2016,41.95,0,0,22.6,80
16/04/2016,49.12,37.1,37.1,21.9,85
17/04/2016,62.62,0,0,22,81
18/04/2016,59.61,0,0,23.6,73
19/04/2016,69.06,35.5,35.5,23.1,76
20/04/2016,72.11,43.6,43.6,22.7,80
21/04/2016,77.71,1.7,1.7,22.8,80
22/04/2016,78.21,0,0,22.8,80
23/04/2016,76.8,55.3,55.3,22.3,83
24/04/2016,83.99,22.5,22.5,21.7,87
25/04/2016,87.55,0,0,22.5,78
26/04/2016,87.34,0,0,23.2,72
27/04/2016,84.51,0,0,22.7,78
28/04/2016,82.4,29.4,29.4,20.8,89
29/04/2016,86.19,0,0,21,87
30/04/2016,87.67,19.9,19.9,21.2,87
01/05/2016,89.63,0,0,21.5,79
02/05/2016,89.39,0,0,22.4,71
03/05/2016,86.87,0,0,22.5,70
04/05/2016,82.28,0,0,22.6,73
05/05/2016,78.14,0,0,21.6,84
06/05/2016,74.81,0,0,22.1,71
07/05/2016,71.81,0,0,22.3,65
08/05/2016,69.12,0,0,21.9,61
09/05/2016,66.2,0,0,21.5,69
10/05/2016,63.39,0,0,19.8,77
11/05/2016,60.93,0,0,19.7,79
12/05/2016,58.31,0,0,21.1,72
13/05/2016,55.81,0,0,21,70
14/05/2016,53.33,0,0,21.2,65
15/05/2016,50.83,0,0,21.8,61
16/05/2016,48.54,0,0,22.1,65
17/05/2016,46.43,0,0,22.7,67
18/05/2016,44.54,0,0,22.2,72
19/05/2016,43.12,0,0,22,68
20/05/2016,42.21,0,0,21.6,64
21/05/2016,41.31,0,0,21.5,63
22/05/2016,40.4,0,0,20.3,73
23/05/2016,39.51,0,0,20.1,73
24/05/2016,38.63,0,0,20.1,71
25/05/2016,37.81,0,0,20.4,66
26/05/2016,37.01,0,0,20.3,69
27/05/2016,36.27,0,0,20.2,69
28/05/2016,35.53,0,0,20.7,65
29/05/2016,34.8,0,0,21.1,65
30/05/2016,34.09,0,0,20.7,68
31/05/2016,33.41,0,0,20.4,72
01/06/2016,32.77,0,0,21,68
02/06/2016,32.15,0,0,21.3,67
03/06/2016,31.54,0,0,21.2,67
04/06/2016,30.92,0,0,21.2,67
05/06/2016,30.32,0,0,21.5,65
06/06/2016,29.75,0,0,21.3,66
07/06/2016,29.17,2.8,2.8,21.8,62
08/06/2016,28.61,0,0,21.3,63
09/06/2016,28.07,0,0,20.9,62
10/06/2016,27.53,0,0,20.4,63
11/06/2016,27.02,0,0,19.5,70
12/06/2016,26.52,0,0,20.3,70
13/06/2016,26.02,0,0,20.6,63
14/06/2016,25.52,0,0,20.8,55
15/06/2016,25.05,0,0,21.1,58
16/06/2016,24.6,0,0,21.1,61
17/06/2016,24.17,0,0,21.4,61
18/06/2016,23.74,0,0,20.5,68
19/06/2016,23.31,0,0,20.6,73
20/06/2016,22.89,0,0,20.2,78
21/06/2016,22.49,0,0,20.8,67
22/06/2016,22.11,0,0,20,69
23/06/2016,21.72,0,0,20.1,62
24/06/2016,21.33,0,0,20.2,62
25/06/2016,20.96,0,0,19.8,67
26/06/2016,20.59,0,0,19.6,71
27/06/2016,20.24,0,0,20.6,63
28/06/2016,19.91,0,0,20.5,63
29/06/2016,19.57,0,0,20,66
30/06/2016,19.23,0,0,20.4,64
01/07/2016,18.92,0,0,20.7,65
02/07/2016,18.63,0,0,20.4,68
03/07/2016,18.33,0,0,19.8,68
04/07/2016,18.02,0,0,20.6,60
05/07/2016,17.73,0,0,20.3,60
06/07/2016,17.43,0,0,19.7,65
07/07/2016,17.14,0,0,19.2,69
08/07/2016,16.85,0,0,19.3,66
09/07/2016,16.58,0,0,19.6,63
10/07/2016,16.31,0,0,19.4,64
11/07/2016,16.05,0,0,19.1,64
12/07/2016,15.79,0,0,18.8,63
13/07/2016,15.53,0,0,19,61
14/07/2016,15.29,0,0,19.3,63
15/07/2016,15.05,0,0,18.5,67
16/07/2016,14.82,0,0,19.3,65
17/07/2016,14.6,0,0,19.8,64
18/07/2016,14.38,0,0,19.6,63
19/07/2016,14.16,0,0,19.5,64
20/07/2016,13.94,0,0,19.9,61
21/07/2016,13.74,0,0,20.5,53
22/07/2016,13.53,0,0,20.4,60
23/07/2016,13.33,0,0,21.1,57
24/07/2016,13.14,0,0,21.3,54
25/07/2016,12.95,0,0,20.4,69
26/07/2016,12.77,0,0,20.9,59
27/07/2016,12.59,0,0,20.9,62
28/07/2016,12.42,0,0,20.9,59
29/07/2016,12.24,0,0,20.5,65
30/07/2016,12.08,0,0,20.9,59
31/07/2016,11.91,0,0,21.1,54
01/08/2016,11.75,0,0,20.6,54
02/08/2016,11.59,0,0,21.1,53
03/08/2016,11.45,0,0,21.2,51
04/08/2016,11.29,0,0,21,58
05/08/2016,11.14,0,0,20.6,57
06/08/2016,10.98,0,0,20.8,53
07/08/2016,10.83,0,0,20.6,57
08/08/2016,10.67,0,0,19.2,75
09/08/2016,10.52,0,0,19.6,70
10/08/2016,10.38,0,0,20,56
11/08/2016,10.24,0,0,19.6,67
12/08/2016,10.1,0,0,19.7,64
13/08/2016,9.96,0,0,20,63
14/08/2016,9.83,0,0,20.3,62
15/08/2016,9.71,0,0,20.1,68
16/08/2016,9.59,0,0,20.5,63
17/08/2016,9.47,0,0,20.8,60
18/08/2016,9.35,0,0,20.9,62
19/08/2016,9.23,0,0,20.9,59
20/08/2016,9.12,0,0,20,63
21/08/2016,9.01,0,0,21.5,57
22/08/2016,8.91,0,0,21.7,58
23/08/2016,8.8,0,0,21.1,58
24/08/2016,8.69,0,0,20.8,51
25/08/2016,8.58,0,0,20.7,54
26/08/2016,8.48,0,0,19.5,67
27/08/2016,8.37,0,0,19.9,59
28/08/2016,8.27,0,0,20.3,55
29/08/2016,8.17,0,0,19.3,64
30/08/2016,8.08,0,0,19.8,58
31/08/2016,7.98,0,0,19.3,63
01/09/2016,7.89,0,0,19.1,62
02/09/2016,7.8,0,0,18.7,65
03/09/2016,7.71,0,0,19.6,59
04/09/2016,7.62,0,0,19.7,60
05/09/2016,7.53,0,0,19,69
06/09/2016,7.44,0,0,19.6,64
07/09/2016,7.36,0,0,19.2,69
08/09/2016,7.28,0,0,20.8,59
09/09/2016,7.2,0,0,21,59
10/09/2016,7.12,0,0,20.5,63
11/09/2016,7.04,0,0,21,54
12/09/2016,6.97,0,0,20.6,63
13/09/2016,6.89,0,0,21,56
14/09/2016,6.82,0,0,19.6,68
15/09/2016,6.75,0,0,20.9,60
16/09/2016,6.68,0,0,21,62
17/09/2016,6.61,0,0,21.9,58
18/09/2016,6.54,0,0,21.1,62
19/09/2016,6.47,0,0,20.7,55
20/09/2016,6.41,0,0,20.5,53
21/09/2016,6.34,0,0,20.4,58
22/09/2016,6.28,0,0,21,53
23/09/2016,6.22,0,0,21,63
24/09/2016,6.16,0,0,21.4,64
25/09/2016,6.1,0,0,22,60
26/09/2016,6.04,0,0,21.9,57
27/09/2016,5.98,0,0,22,54
28/09/2016,5.92,0,0,20.9,74
29/09/2016,5.87,0,0,20.8,75
30/09/2016,5.81,0,0,21.9,64
01/10/2016,5.76,0,0,21.4,60
02/10/2016,5.7,0,0,21.7,63
03/10/2016,5.65,21.4,21.4,22.8,63
04/10/2016,5.6,0,0,23,65
05/10/2016,5.55,0,0,22.2,61
06/10/2016,5.5,0,0,22.4,56
07/10/2016,5.45,0,0,23.2,57
08/10/2016,5.4,0,0,22.9,57
09/10/2016,5.35,0,0,22.3,65
10/10/2016,5.3,0,0,22.7,61
11/10/2016,5.26,0,0,22,59
12/10/2016,5.21,0,0,22.2,56
13/10/2016,5.17,0,0,22.5,49
14/10/2016,5.13,0,0,22.5,54
15/10/2016,5.08,0,0,22.6,52
16/10/2016,5.04,0,0,22.6,53
17/10/2016,5,0,0,23,51
18/10/2016,4.96,0,0,23,53
19/10/2016,4.92,0,0,22.2,55
20/10/2016,4.88,0,0,22.3,56
21/10/2016,4.84,0,0,22.4,57
22/10/2016,4.8,0,0,22.4,56
23/10/2016,4.77,0,0,22.6,58
24/10/2016,4.73,0,0,22.9,54
25/10/2016,4.7,0,0,22.8,60
26/10/2016,4.67,0,0,22.6,65
27/10/2016,4.64,8.7,8.7,22.4,66
28/10/2016,4.6,0,0,22.3,67
29/10/2016,4.56,0,0,23.9,52
30/10/2016,4.52,0,0,24,58
31/10/2016,4.49,0,0,23.9,60
01/11/2016,4.45,12.8,12.8,23,70
02/11/2016,11.32,16.6,16.6,21,84
03/11/2016,17.24,3.8,3.8,20.7,82
04/11/2016,16.51,0,0,21.3,80
05/11/2016,13.1,0,0,20.8,82
06/11/2016,10.35,0,0,21.6,73
07/11/2016,8.44,0,0,22,66
08/11/2016,7.87,0,0,22.3,63
09/11/2016,7.68,0,0,22.8,65
10/11/2016,8.17,0,0,21.6,75
11/11/2016,11.41,0,0,21.8,75
12/11/2016,9.07,0,0,23,64
13/11/2016,7.41,0,0,21.8,74
14/11/2016,6.96,0,0,21.2,79
15/11/2016,6.8,0,0,20.8,80
16/11/2016,8.04,14.5,14.5,20.7,81
17/11/2016,16.84,0,0,20.9,78
18/11/2016,15.08,11.2,11.2,20.8,83
19/11/2016,26.44,32.4,32.4,21.2,83
20/11/2016,39.38,13.4,13.4,21,85
21/11/2016,43.24,1.4,1.4,20.6,87
22/11/2016,37.5,0,0,21,77
23/11/2016,36.75,5.8,5.8,22.2,69
24/11/2016,39.86,15.9,15.9,20.8,87
25/11/2016,38.75,0,0,21.9,74
26/11/2016,34.45,0,0,22.1,71
27/11/2016,36.3,7.9,7.9,21.5,79
28/11/2016,34.19,0,0,20.8,88
29/11/2016,30.12,0,0,20.8,88
30/11/2016,26.92,0,0,20.4,88
01/12/2016,24.22,0,0,21,82
02/12/2016,21.52,0,0,20.9,83
03/12/2016,26.43,9.6,9.6,20.8,84
04/12/2016,29.32,0,0,19.9,87
05/12/2016,25.32,0,0,21,77
06/12/2016,21.85,0,0,21.2,73
07/12/2016,19.34,9.3,9.3,21.2,78
08/12/2016,17.84,0,0,20.7,83
09/12/2016,17.08,0,0,21.2,82
10/12/2016,16.56,0,0,21,85
11/12/2016,16.08,0,0,20.9,83
12/12/2016,17.75,8.6,8.6,20.2,86
13/12/2016,19.97,0,0,20.9,82
14/12/2016,17.29,0,0,20.6,81
15/12/2016,15.03,0,0,21.7,70
16/12/2016,13.99,0,0,21.9,71
17/12/2016,13.6,0,0,22.2,72
18/12/2016,13.24,0,0,22.1,71
19/12/2016,12.89,0,0,21.6,68
20/12/2016,12.55,0,0,22,62
21/12/2016,19.44,15.9,15.9,21.2,78
22/12/2016,19.08,0,0,20.2,86
23/12/2016,16.39,0,0,20.9,81
24/12/2016,13.71,0,0,20.8,80
25/12/2016,11.94,0,0,21,83
26/12/2016,11.45,0,0,20.8,82
27/12/2016,11.16,0,0,21.3,76
28/12/2016,10.89,0,0,22.3,70
29/12/2016,10.63,0,0,22.8,70
30/12/2016,10.39,0,0,22,74
31/12/2016,10.15,0,0,21.5,77
01/01/2017,9.92,0,0,21.1,77
02/01/2017,9.7,0,0,22.6,60
03/01/2017,9.49,0,0,22.4,60
04/01/2017,9.29,0,0,22.1,64
05/01/2017,9.1,0,0,22,67
06/01/2017,8.91,0,0,22,69
07/01/2017,8.72,0,0,22.4,61
08/01/2017,8.55,0,0,23.7,37
09/01/2017,8.39,0,0,23.6,41
10/01/2017,8.22,0,0,21.9,62
11/01/2017,8.06,0,0,21.8,53
12/01/2017,7.91,0,0,22.5,43
13/01/2017,7.77,0,0,22.2,55
14/01/2017,7.65,0,0,23,55
15/01/2017,7.53,0,0,23.2,55
16/01/2017,7.39,0,0,22.4,62
17/01/2017,7.26,0,0,22.1,59
18/01/2017,7.14,0,0,22.7,55
19/01/2017,7.02,0,0,22.9,61
20/01/2017,6.91,0,0,23.1,59
21/01/2017,6.79,0,0,22.6,60
22/01/2017,6.67,0,0,21.8,67
23/01/2017,6.56,0,0,21.9,67
24/01/2017,6.45,0,0,23,58
25/01/2017,6.35,0,0,23.2,59
26/01/2017,6.25,0,0,23.5,59
27/01/2017,6.16,0,0,23.9,56
28/01/2017,6.07,0,0,24.1,57
29/01/2017,5.98,0,0,24,59
30/01/2017,5.91,0,0,24.5,59
31/01/2017,5.82,0,0,22.7,71
01/02/2017,5.74,0,0,23.2,70
02/02/2017,5.66,0,0,23.1,68
03/02/2017,5.58,0,0,23.5,61
04/02/2017,5.49,0,0,23.8,54
05/02/2017,5.4,0,0,22.7,66
06/02/2017,5.32,0,0,21.9,72
07/02/2017,5.26,0,0,22.9,67
08/02/2017,5.18,0,0,23.4,63
09/02/2017,5.11,0,0,23.4,63
10/02/2017,5.03,0,0,22.7,63
11/02/2017,4.96,0,0,23.3,60
12/02/2017,4.88,0,0,23.4,59
13/02/2017,4.81,0,0,23.3,61
14/02/2017,4.75,0,0,23.5,66
15/02/2017,4.68,0,0,23.7,60
16/02/2017,4.62,0,0,22.3,73
17/02/2017,4.57,0,0,22.2,77
18/02/2017,4.52,0,0,23,71
19/02/2017,4.47,0,0,22,78
20/02/2017,4.42,0,0,21.9,74
21/02/2017,4.36,15.3,15.3,22.8,59
22/02/2017,14.3,44.3,44.3,22.6,63
23/02/2017,21.01,0,0,23.4,68
24/02/2017,16.82,0,0,21.7,78
25/02/2017,13.63,0,0,22.4,75
26/02/2017,11.08,0,0,22.7,69
27/02/2017,10.07,0,0,22.7,69
28/02/2017,9.75,0,0,21.7,79
01/03/2017,9.46,0,0,22.2,70
02/03/2017,9.19,0,0,23.3,63
03/03/2017,8.94,0,0,23.8,63
04/03/2017,8.71,0,0,24,63
05/03/2017,8.51,0,0,24.9,56
06/03/2017,8.34,0,0,24.3,57
07/03/2017,8.16,0,0,25,51
08/03/2017,7.98,0,0,24.7,50
09/03/2017,13.14,21.9,21.9,24.6,54
10/03/2017,13.33,0,0,24.6,56
11/03/2017,9.87,0,0,24.3,56
12/03/2017,7.9,0,0,22.9,66
13/03/2017,7.5,0,0,24.7,53
14/03/2017,7.33,0,0,24.4,62
15/03/2017,7.16,0,0,23.8,67
16/03/2017,6.99,0,0,24.1,64
17/03/2017,6.83,12.8,12.8,23.9,66
18/03/2017,6.68,0,0,22.8,74
19/03/2017,6.53,0,0,23.5,71
20/03/2017,6.4,0,0,23.6,71
21/03/2017,6.26,0,0,23.6,72
22/03/2017,6.11,0,0,22.5,79
23/03/2017,5.97,0,0,23.5,72
24/03/2017,5.85,0,0,23.7,71
25/03/2017,5.74,0,0,23.7,68
26/03/2017,5.62,0,0,24.1,69
27/03/2017,5.5,0,0,22.9,77
28/03/2017,5.38,0,0,22.3,81
29/03/2017,5.27,0,0,22.1,82
30/03/2017,5.16,0,0,22.1,78
31/03/2017,5.06,0,0,22.7,71
01/04/2017,4.96,0,0,22.8,70
02/04/2017,4.86,0,0,23.5,65
03/04/2017,4.77,0,0,22.9,70
04/04/2017,4.68,0,0,23.1,70
05/04/2017,5.67,8,8,22.6,75
06/04/2017,14.8,18.7,18.7,22.1,77
07/04/2017,19.8,4.3,4.3,21.2,84
08/04/2017,16.76,0,0,21.2,83
09/04/2017,13.75,0,0,21.5,83
10/04/2017,11.08,0,0,21,84
11/04/2017,9.26,0,0,22,74
12/04/2017,8.68,0,0,22,74
13/04/2017,8.41,0,0,22.3,73
14/04/2017,8.15,0,0,22.9,70
15/04/2017,7.91,0,0,23.1,74
16/04/2017,7.69,8.2,8.2,23,76
17/04/2017,22.58,47.7,47.7,22.8,75
18/04/2017,42.29,41.1,41.1,21.9,83
19/04/2017,46.13,6.6,6.6,21,85
20/04/2017,42.23,0,0,20.8,87
21/04/2017,37.46,0,0,21.7,78
22/04/2017,33.47,0,0,21.7,77
23/04/2017,30.09,0,0,22.1,74
24/04/2017,36.57,0,0,22.4,71
25/04/2017,38.04,0,0,22.1,73
26/04/2017,33.75,0,0,22.2,71
27/04/2017,30.25,0,0,22,75
28/04/2017,27.26,0,0,22.3,71
29/04/2017,24.72,0,0,21.7,74
30/04/2017,22.5,0,0,21.2,75
01/05/2017,20.46,0,0,21.4,75
02/05/2017,19.19,0,0,20.7,83
03/05/2017,18.52,0,0,20.9,81
04/05/2017,17.93,0,0,20.6,85
05/05/2017,19.64,23.8,23.8,20.4,89
06/05/2017,29.36,0,0,20.6,87
07/05/2017,26.45,0,0,20.7,86
08/05/2017,24.06,0,0,20.1,90
09/05/2017,21.83,0,0,21.4,79
10/05/2017,19.9,0,0,21.1,75
11/05/2017,18.26,0,0,20.7,86
12/05/2017,16.72,0,0,21.4,80
13/05/2017,15.34,0,0,21.4,71
14/05/2017,14.62,0,0,21.1,75
15/05/2017,14.18,0,0,21.2,77
16/05/2017,13.76,0,0,21.9,73
17/05/2017,13.37,0,0,21,78
18/05/2017,12.99,0,0,20.9,75
19/05/2017,12.62,0,0,21.2,73
20/05/2017,12.27,0,0,20.8,75
21/05/2017,11.94,0,0,20.4,78
22/05/2017,11.62,0,0,20.3,80
23/05/2017,11.31,0,0,20.4,77
24/05/2017,11.01,0,0,20.8,77
25/05/2017,10.74,0,0,21.1,72
26/05/2017,10.48,0,0,21.3,67
27/05/2017,10.22,0,0,21.4,72
28/05/2017,11.1,0,0,22.1,74
29/05/2017,14.88,0,0,21.5,77
30/05/2017,13.37,0,0,21.4,73
31/05/2017,11.75,0,0,21.5,68
01/06/2017,10.13,0,0,21.4,69
02/06/2017,9.11,0,0,21.4,72
03/06/2017,8.8,0,0,21.5,71
04/06/2017,8.58,0,0,20.6,74
05/06/2017,8.37,0,0,21,69
06/06/2017,8.16,0,0,20.7,70
07/06/2017,7.97,0,0,20.3,73
08/06/2017,7.78,0,0,20.2,71
09/06/2017,7.6,0,0,20.6,72
10/06/2017,7.43,0,0,19.9,70
11/06/2017,7.26,0,0,20.6,62
12/06/2017,7.1,0,0,19.7,77
13/06/2017,6.94,0,0,20.4,70
14/06/2017,6.8,0,0,20.4,72
15/06/2017,6.65,0,0,21.2,68
16/06/2017,6.51,0,0,20.6,68
17/06/2017,6.37,0.3,0.3,20.6,63
18/06/2017,6.24,0,0,20.5,65
19/06/2017,6.11,0,0,20.5,67
20/06/2017,5.99,0,0,20.5,68
21/06/2017,5.87,0,0,20.6,66
22/06/2017,5.76,0,0,20.1,70
23/06/2017,5.65,0,0,20.9,63
24/06/2017,5.54,0,0,20.4,71
25/06/2017,5.43,0,0,21,70
26/06/2017,5.33,0,0,20.2,65
27/06/2017,5.23,0,0,19.9,65
28/06/2017,5.13,0,0,20.1,66
29/06/2017,5.04,0,0,20.1,69
30/06/2017,4.95,0,0,19.9,67
01/07/2017,4.86,0,0,20.2,62
02/07/2017,4.77,0,0,19.7,65
03/07/2017,4.69,0,0,19.3,71
04/07/2017,4.62,0,0,19.5,70
05/07/2017,4.54,0,0,20.1,64
06/07/2017,4.46,0,0,20.1,64
07/07/2017,4.38,0,0,21.1,60
08/07/2017,4.3,0,0,20.2,61
09/07/2017,4.23,0,0,20.2,59
10/07/2017,4.17,0,0,20.2,59
11/07/2017,4.1,0,0,19.5,70
12/07/2017,4.04,0,0,20,68
13/07/2017,3.97,0,0,19.3,73
14/07/2017,3.91,0,0,19.4,66
15/07/2017,3.85,0,0,19.1,65
16/07/2017,3.79,0,0,20.4,59
17/07/2017,3.74,0,0,20.6,71
18/07/2017,3.68,0,0,21.3,64
19/07/2017,3.62,0,0,20.9,62
20/07/2017,3.57,0,0,20.1,67
21/07/2017,3.52,0,0,19.5,71
22/07/2017,3.46,0,0,19.6,68
23/07/2017,3.42,0,0,19.1,72
24/07/2017,3.37,0,0,20.4,62
25/07/2017,3.32,10.7,10.7,20.7,57
26/07/2017,3.27,0,0,20.5,62
27/07/2017,3.23,0,0,19.4,73
28/07/2017,3.18,0,0,19.7,62
29/07/2017,3.13,0,0,20.1,58
30/07/2017,3.09,0,0,20.2,64
31/07/2017,3.05,0,0,20,77
01/08/2017,3.01,0,0,20.7,66
02/08/2017,2.96,0,0,19.8,71
03/08/2017,2.92,0,0,19.2,75
04/08/2017,2.88,0,0,19.6,76
05/08/2017,2.85,0,0,20.2,66
06/08/2017,2.81,0,0,19.5,72
07/08/2017,2.78,0,0,20,67
08/08/2017,2.74,0,0,19.9,63
09/08/2017,2.71,0,0,19.1,69
10/08/2017,2.67,0,0,20.2,61
11/08/2017,2.64,0,0,19.7,66
12/08/2017,2.6,0,0,20.6,62
13/08/2017,2.57,0,0,19.9,63
14/08/2017,2.54,0,0,19.5,78
15/08/2017,2.51,0,0,19.3,75
16/08/2017,2.47,0,0,20.1,65
17/08/2017,2.44,0,0,20.7,66
18/08/2017,2.41,0,0,21.9,61
19/08/2017,2.39,0,0,21.2,68
20/08/2017,2.36,0,0,20.6,68
21/08/2017,2.33,0,0,20.5,71
22/08/2017,2.3,0,0,20.8,66
23/08/2017,2.28,0,0,21.4,64
24/08/2017,2.25,0,0,21.2,62
25/08/2017,2.23,0,0,21.7,58
26/08/2017,2.2,0,0,21.4,56
27/08/2017,2.17,0,0,21.1,55
28/08/2017,2.15,0,0,20.3,61
29/08/2017,2.13,0,0,20.5,62
30/08/2017,2.1,0,0,20.8,62
31/08/2017,2.08,0,0,21,66
01/09/2017,2.06,0,0,21.7,46
02/09/2017,2.04,0,0,21.1,56
03/09/2017,2.01,0,0,20.8,65
04/09/2017,1.99,0,0,21.3,61
05/09/2017,1.97,0,0,21,61
06/09/2017,1.95,0,0,21.2,55
07/09/2017,1.93,0,0,21.1,60
08/09/2017,1.91,0,0,20.9,67
09/09/2017,1.89,0,0,19.8,75
10/09/2017,1.88,0,0,20.5,63
11/09/2017,1.86,0,0,20.1,67
12/09/2017,1.84,0,0,20.6,61
13/09/2017,1.82,0,0,20.2,66
14/09/2017,1.81,0,0,20.5,66
15/09/2017,1.79,0,0,20.9,68
16/09/2017,1.78,0,0,22.3,63
17/09/2017,1.77,0,0,22.5,55
18/09/2017,1.75,0,0,22.1,55
19/09/2017,1.74,0,0,21.4,67
20/09/2017,1.73,0,0,20.3,81
21/09/2017,1.71,0,0,20.2,76
22/09/2017,1.7,0,0,20.5,61
23/09/2017,1.69,0,0,21,59
24/09/2017,1.68,0,0,21.3,60
25/09/2017,1.67,0,0,21.1,64
26/09/2017,1.65,0,0,22.1,62
27/09/2017,1.64,0,0,22.5,60
28/09/2017,1.63,0,0,21.3,63
29/09/2017,1.62,0,0,21.4,65
30/09/2017,1.61,0,0,21.2,64
01/10/2017,1.6,0,0,21.4,66
02/10/2017,1.59,0,0,21.7,60
03/10/2017,1.57,0,0,22.1,59
04/10/2017,1.56,0,0,22.2,62
05/10/2017,1.55,0,0,22.7,60
06/10/2017,1.54,0,0,22.6,60
07/10/2017,1.53,0,0,22.3,63
08/10/2017,1.52,0,0,21.9,67
09/10/2017,1.51,0,0,22.2,65
10/10/2017,1.5,0,0,23.5,57
11/10/2017,1.49,0,0,24.1,58
12/10/2017,5.5,28.1,28.1,24.4,58
13/10/2017,9.54,2.8,2.8,23.1,68
14/10/2017,7.24,0,0,23,57
15/10/2017,4.54,0,0,23,62
16/10/2017,2.87,0,0,23.3,63
17/10/2017,2.57,0,0,24.4,59
18/10/2017,2.51,0,0,24.4,58
19/10/2017,2.45,0,0,23.8,65
20/10/2017,2.4,0,0,23.5,63
